-2.32058 0.917012  3.495e-33
-18.1369 16.6695  1.97459e-05
2.35728 -1.74964  9.06834e-33
2.35111 1.92781  0.0551485
7.13816 1.2065  0.249042
-7.7097 -7.43517  3.10607e-10
-11.624 -4.99253  1.84015e-76
2.95403 -19.1246  1.12102e-94
16.1341 -5.28226  1.16296e-79
1.47154 18.4841  2.16087e-32
-0.650727 -2.79423  2.67934e-64
-18.6574 7.14274  1.72189e-09
14.19 2.90668  1.16265e-74
-8.8915 10.3025  3.94975e-58
2.26789 -9.77177  1.32181e-08
9.29317 4.92343  3.67412e-24
2.11167 -3.40077  4.61399e-34
10.7438 7.81058  0.000145645
-4.91762 -9.71747  1.69094e-61
16.6835 3.55139  1.63609e-69
-18.0893 0.66527  3.85837e-85
14.3802 -0.874405  3.49656e-117
-8.66195 -13.9259  3.39458e-39
-16.4315 -7.10681  8.27561e-148
7.47143 13.9488  2.6787e-174
15.5719 12.0663  9.83583e-79
17.5076 -12.6609  3.86792e-150
-1.82429 -19.7262  6.38142e-23
-0.488015 2.82834  2.0474e-130
-0.256027 4.31252  0.621331
-0.918149 1.85878  0.373761
-1.19171 10.6688  0.0908683
-11.3602 0.222348  1.20145e-10
14.5633 -6.1048  1.58198e-54
-2.14644 9.42521  6.93052e-22
-10.9668 10.3285  9.53586e-06
-7.33442 -1.42483  3.12582e-14
-3.67325 12.0668  4.70372e-35
-11.3052 12.2263  4.29721e-09
-16.5641 -5.31425  4.53504e-13
-15.8552 14.8307  2.74647e-156
-19.1154 12.6036  1.13257e-25
-1.0675 0.693061  1.70058e-50
-15.8358 16.3149  0.00286026
2.97707 -5.45407  1.22727e-23
6.99205 8.69897  3.09959e-07
-7.5055 16.0502  2.88787e-39
-11.8591 -9.70095  2.23484e-13
18.9494 -2.1432  4.32204e-142
-1.66373 -10.6631  8.50622e-68
-6.70598 1.69165  3.75062e-51
-7.74474 -19.7726  1.59255e-18
-18.8363 -3.38232  3.3833e-206
