-4.78795 5.46755  3.76887e-117
-15.6154 4.62285  4.03185e-49
14.4316 6.60942  2.23686e-170
17.8369 3.31777  2.97566e-22
-10.2171 0.0188822  1.37569e-30
-1.23891 11.1517  3.03508e-150
-6.62962 9.43773  2.98321e-07
15.3423 0.947757  1.72446e-38
-9.70304 -19.7207  2.58317e-17
-19.4105 -13.0923  0
2.41093 -14.4198  0
-13.2888 -16.7724  2.43871e-162
-18.8527 0.851553  0
-10.005 16.7908  1.57493e-269
-6.40784 7.00663  3.05474e-25
4.96208 13.2197  3.34445e-51
-3.65119 -1.60992  0.000616861
7.44072 -7.17471  1.88911e-93
-4.36718 14.5887  4.42628e-53
-15.1067 -17.5175  2.70559e-08
-8.53106 -12.447  0
-19.5071 18.4967  8.46665e-292
-7.51531 7.88071  1.34693e-89
16.9526 -13.6529  5.30047e-54
0.203655 -3.541  2.54364e-52
-0.614702 -14.6287  9.36223e-76
-17.0953 -10.2229  1.09735e-202
-12.2025 -9.41454  0
6.45156 -19.3944  4.90892e-308
-19.6812 -17.3798  4.44523e-176
4.75358 15.3354  0
12.74 14.0052  5.15592e-07
10.6123 7.29008  3.31163e-40
4.71243 -15.3771  1.14279e-09
-7.01351 -2.45944  6.48695e-148
5.59865 -6.1461  8.02975e-138
16.0562 -4.18466  7.68808e-57
15.8573 -5.88179  2.46926e-21
19.213 8.60804  1.75257e-24
8.82835 11.8066  7.38242e-61
-4.28966 -12.1621  6.02578e-12
4.64979 -3.844  1.23347e-220
-7.67032 -12.6987  2.77408e-47
1.21063 -6.14737  3.52839e-281
-0.733482 2.18978  3.0804e-89
-5.22859 -4.30531  3.37009e-42
-3.31554 1.83879  1.22335e-136
-11.4912 8.74353  1.11488e-62
-9.86493 2.98549  2.09125e-82
-10.2801 -3.21548  1.84511e-115
-6.40636 -11.8395  4.54353e-189
-10.4452 14.3153  6.73637e-248
13.9136 15.1518  1.76491e-38
11.138 -15.4383  3.77304e-55
-17.03 11.8238  2.22167e-92
-19.5999 15.5247  1.2812e-115
1.76379 -14.8121  1.96034e-113
8.43817 -15.6091  1.02258e-174
-2.1009 13.4751  1.01832e-114
4.17562 10.1221  0.000114943
15.901 -0.140091  0.0780729
0.795588 -3.87909  1.96474e-18
-15.2038 6.32864  1.03301e-73
-8.68525 -6.10042  2.81287e-146
-12.3999 -1.34567  4.77945e-203
5.55475 1.42687  4.44029e-196
-16.2043 -7.91174  2.10102e-17
-13.0123 11.1802  0
-16.7357 0.933054  1.70402e-78
-2.85119 -6.33074  6.17416e-233
-6.60147 6.00308  3.34293e-131
-9.70779 7.78308  2.52104e-59
-9.85817 -10.7164  4.86354e-73
13.2035 -0.86904  1.82795e-287
19.6949 16.3301  1.47108e-14
-14.8159 10.1721  2.42604e-121
-9.40011 5.40794  4.84393e-105
13.04 -0.498176  7.44102e-89
0.81654 -19.5182  5.47767e-14
-5.19532 6.3847  5.31154e-251
-16.4512 9.81035  2.57609e-46
-8.11511 10.0656  3.34845e-127
-6.12835 -19.9846  4.03028e-45
13.0906 0.512445  0
3.85153 -0.338027  4.68267e-13
1.93866 -15.2382  1.97208e-31
3.49041 -5.2487  7.41502e-178
-8.17144 -6.70606  3.46286e-64
12.723 -12.8009  1.545e-203
5.85474 -17.7555  4.22199e-63
11.0489 -19.2711  5.09529e-163
17.2983 -8.33939  6.00948e-129
12.3769 9.80611  1.31597e-30
15.7823 4.22465  2.13599e-21
-16.6702 19.2971  6.83788e-23
2.45635 7.46073  1.11028e-58
-13.1656 19.3444  3.75116e-07
-9.34402 16.4705  1.41404e-33
-2.29223 1.22151  5.9086e-23
7.62241 -9.46976  3.16573e-59
8.50643 -0.087124  5.05736e-68
-3.36527 8.21573  1.46393e-15
6.05035 -5.42963  1.65143e-25
-8.08645 3.69345  1.77553e-49
11.9922 -6.47668  2.49728e-90
-13.3032 9.15156  3.26608e-31
-19.8621 14.1774  2.01959e-97
-3.9579 0.528188  2.92095e-128
-1.83883 14.9862  4.28183e-78
-7.02707 7.01084  0.0288947
-5.25482 -5.99809  6.80023e-56
-19.9286 -19.096  8.81582e-156
17.2362 0.833132  0
8.35183 -18.2069  2.73087e-23
-11.278 -19.2057  2.38049e-142
-5.65191 -15.5246  0
-0.745894 -3.28125  1.34271e-291
9.47214 -6.65153  1.50237e-81
-3.35922 4.37783  2.66518e-40
-18.0565 1.15274  5.86622e-46
-5.60442 0.0625467  1.16847e-251
-11.1285 -5.91122  1.54143e-97
-10.9135 -19.3125  2.04051e-237
6.64358 -3.02447  0
-17.9529 -8.91411  7.09467e-33
-19.1425 17.316  0
-14.2718 -19.5077  2.43404e-94
18.6623 -10.1504  0
10.5726 -8.26381  1.54587e-35
-4.91627 -1.26398  9.96769e-45
9.99599 -0.284871  9.24571e-103
7.66331 11.1448  4.88773e-14
-7.89299 -9.37542  4.30194e-07
-10.6993 -2.67336  1.19941e-235
-15.2168 -4.56798  2.9654e-188
-16.6504 -1.66239  4.51269e-286
3.85915 16.5988  7.8202e-268
4.98754 -1.08801  2.40992e-07
-6.55755 -10.4207  3.73924e-30
-16.3387 -13.8265  5.441e-230
-16.1379 3.96697  0
-15.849 18.1137  2.15846e-185
-9.3017 -17.6936  1.59733e-58
14.3294 -13.381  0
-18.2636 -9.06513  1.09103e-59
-17.6662 -14.4843  0
-17.3176 -1.83876  0
1.88745 -5.83801  4.74274e-282
8.29525 10.2564  6.60804e-81
-9.35772 12.7341  2.06899e-07
-15.2763 10.3483  3.57517e-39
-13.2681 12.2698  1.27141e-108
-18.0296 -8.58073  4.93711e-73
-14.7503 6.56694  0
16.5358 16.3226  4.58491e-138
3.30139 -14.9183  1.05827e-86
-5.96029 -12.0138  4.62324e-158
13.6987 -7.16062  1.64564e-243
7.68034 3.7918  2.6161e-30
4.42353 17.5258  1.50512e-07
6.63146 -13.6789  1.778e-11
-7.51876 -7.2757  1.48722e-111
-6.65338 -1.13712  1.29311e-201
-10.3313 0.660612  5.43658e-120
-17.5438 8.88915  1.11609e-144
5.08042 0.431482  4.00565e-150
-19.3119 -2.97902  8.02257e-23
-17.4619 -0.847838  0
-5.30723 -3.207  5.49676e-270
-6.87047 -19.5296  5.64123e-126
-14.101 -0.459212  0
-1.98259 -15.3006  4.49369e-210
14.6483 -5.83033  5.91817e-231
-11.8445 -19.7763  9.79304e-25
-13.1983 -12.1456  0
6.81486 -0.860541  0
-5.41079 -9.26431  2.11554e-22
-19.503 -10.7827  8.37986e-198
6.55283 14.8493  0
-5.71732 -7.86868  1.83133e-11
13.8295 -0.50267  3.28947e-184
-9.9188 1.33875  9.95856e-15
-19.0961 11.8053  1.77059e-132
0.380011 4.13549  5.72202e-141
13.0344 -3.68198  9.02661e-26
-8.75744 7.52464  5.19472e-20
14.9329 -11.2683  1.51692e-66
15.8027 5.43673  1.17157e-45
-1.95827 -3.50479  8.85572e-26
-13.9037 -12.0274  2.26654e-94
-12.7498 -14.8054  0
-19.1681 -17.495  0
-7.60078 -4.68407  0
8.06372 13.1465  2.18094e-170
14.3318 -3.64071  1.84254e-12
-14.8974 -13.5801  1.53123e-19
-6.39265 0.919135  0
-9.65944 -13.9422  1.00051e-97
-14.5413 -1.14424  0
-14.2891 8.17019  6.86841e-226
14.1561 -12.5889  5.6751e-117
-4.65389 18.573  1.51233e-55
-12.0899 19.3696  0.00179182
-4.48609 -15.2469  2.64339e-27
14.7322 5.55447  2.98e-268
3.89478 -5.68973  3.88193e-21
3.77923 -15.2373  1.18729e-64
