-1.09748	0.353542		7.37651e-127
-1.13379	0.373417		7.37651e-127
-1.13379	0.373417		1.14034e-126
-1.11276	0.323966		1.14034e-126
-1.11276	0.323966		2.79465e-126
-1.13429	0.370381		2.79465e-126
-1.13429	0.370381		1.10506e-126
-1.12731	0.342844		1.10506e-126
-1.10042	0.320204		1.57879e-126
-1.10042	0.320204		2.4599e-126
-1.10042	0.320204		2.4599e-126
-1.10042	0.320204		2.4599e-126
-1.11593	0.319079		2.4599e-126
-1.11593	0.319079		2.68587e-126
-1.11593	0.319079		2.68587e-126
-1.11792	0.307259		2.68587e-126
-1.11792	0.307259		2.47479e-126
-1.11792	0.307259		2.47479e-126
-1.11792	0.307259		2.47479e-126
-1.11792	0.307259		2.47479e-126
-1.09555	0.239772		2.47479e-126
-1.08858	0.224659		6.21415e-126
-1.08858	0.224659		7.58551e-126
-1.08858	0.224659		7.58551e-126
-1.08858	0.224659		7.58551e-126
-1.08858	0.224659		7.58551e-126
-1.08707	0.191565		7.58551e-126
-1.08707	0.191565		8.4005e-126
-1.08707	0.191565		8.4005e-126
-1.08047	0.17745		8.4005e-126
-1.09169	0.244801		1.03737e-125
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.09169	0.244801		6.4286e-126
-1.11064	0.210972		6.4286e-126
-1.11064	0.210972		1.57512e-126
-1.08518	0.260785		1.57512e-126
-1.09289	0.285439		4.48982e-126
-1.09289	0.285439		3.75652e-126
-1.09289	0.285439		3.75652e-126
-1.11582	0.284157		3.75652e-126
-1.11582	0.284157		2.55393e-126
-1.08454	0.267409		2.55393e-126
-1.10143	0.2616		3.75193e-126
-1.10143	0.2616		4.98334e-126
-1.10143	0.2616		4.98334e-126
-1.10143	0.2616		4.98334e-126
-1.11052	0.287412		4.98334e-126
-1.12749	0.353785		3.46845e-126
-1.10457	0.329112		1.57503e-126
-1.10457	0.329112		2.3894e-126
-1.13153	0.276884		2.3894e-126
-1.11835	0.291877		4.27385e-127
-1.10241	0.250671		2.24746e-126
-1.08952	0.219372		4.82006e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08952	0.219372		7.63572e-126
-1.08441	0.187515		7.63572e-126
-1.08441	0.187515		9.20278e-126
-1.04478	0.0978735		9.20278e-126
-1.04478	0.0978735		1.39316e-125
-1.04478	0.0978735		1.39316e-125
-1.04478	0.0978735		1.39316e-125
-1.04782	0.11451		1.39316e-125
-1.04782	0.11451		1.21897e-125
-1.04782	0.11451		1.21897e-125
-1.04782	0.11451		1.21897e-125
-1.05492	0.124106		1.21897e-125
-1.06662	0.161028		1.41532e-125
-1.06662	0.161028		1.20756e-125
-1.08432	0.224702		1.20756e-125
-1.08432	0.224702		7.63983e-126
-1.08432	0.224702		7.63983e-126
-1.06362	0.116425		7.63983e-126
-1.06362	0.116425		1.61842e-125
-1.03262	0.108096		1.61842e-125
-1.03003	0.0121727		3.95182e-126
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.03003	0.0121727		2.41349e-125
-1.04967	0.0602132		2.41349e-125
-1.05416	0.00035146		2.16403e-125
-0.992724	-0.0206675		1.15126e-125
-1.00722	-0.0264901		1.71295e-126
-1.03402	-0.03965		1.21571e-125
-1.03402	-0.03965		2.49158e-125
-1.03402	-0.03965		2.49158e-125
-1.03402	-0.03965		2.49158e-125
-1.03402	-0.03965		2.49158e-125
-1.02059	-0.0622176		2.49158e-125
-1.02059	-0.0622176		3.10126e-125
-1.02059	-0.0622176		3.10126e-125
-1.04045	-0.00239317		3.10126e-125
-1.04045	-0.00239317		2.43665e-125
-1.04045	-0.00239317		2.43665e-125
-1.02178	0.0136235		2.43665e-125
-1.02178	0.0136235		1.63004e-125
-1.04521	-0.000475123		1.63004e-125
-1.04521	-0.000475123		2.04403e-125
-1.04594	0.0546473		2.04403e-125
-1.04594	0.0546473		2.24202e-125
-1.03096	0.0399016		2.24202e-125
-1.03096	0.0399016		1.7769e-125
-1.03096	0.0399016		1.7769e-125
-1.03096	0.0399016		1.7769e-125
-1.03096	0.0399016		1.7769e-125
