0 0.000111399 102.565 0 5.01 7.71799 0.230456 0.768264 0.00128018 0.257368 1 1 
0.001 0.000122825 93.2614 0 5.01772 6.13479 0.23304 0.766016 0.000943749 0.25053 1 1 
0.002 0.000134279 85.5888 0 5.02385 4.99051 0.237155 0.762124 0.000721182 0.244103 1 1 
0.003 0.000145772 79.1468 0 5.02884 4.13625 0.242343 0.75709 0.000566638 0.23802 1 1 
0.004 0.00015731 73.6575 0 5.03298 3.48151 0.248296 0.751248 0.000455193 0.232237 1 1 
0.005 0.000168897 68.9212 0 5.03646 2.96863 0.254799 0.744828 0.000372349 0.226723 1 1 
0.006 0.000180537 64.7912 0 5.03943 2.55943 0.261698 0.737993 0.000309211 0.221452 1 1 
0.007 0.000192234 61.1565 0 5.04199 2.22777 0.268878 0.730862 0.000260077 0.216405 1 1 
0.008 0.000203991 57.9322 0 5.04422 1.95528 0.276256 0.723523 0.000221159 0.211564 1 1 
0.009 0.000215808 55.0516 0 5.04617 1.72874 0.283767 0.716043 0.000189858 0.206916 0.999999 1 
0.01 0.000227689 52.4619 0 5.0479 1.5384 0.291363 0.708473 0.000164349 0.202448 0.999999 1 
0.011 0.000239634 50.1208 0 5.04944 1.37698 0.299003 0.700853 0.000143317 0.198149 0.999999 1 
0.012 0.000251645 47.9935 0 5.05082 1.23895 0.306659 0.693215 0.000125797 0.194007 0.999998 1 
0.013 0.000263722 46.0519 0 5.05206 1.12003 0.314307 0.685582 0.000111069 0.190015 0.999998 1 
0.014 0.000275867 44.2723 0 5.05318 1.01687 0.321928 0.677973 9.85855e-05 0.186165 0.999997 1 
0.015 0.00028808 42.635 0 5.05419 0.926831 0.329507 0.670405 8.79259e-05 0.182447 0.999996 1 
0.016 0.000300362 41.1234 0 5.05512 0.847801 0.337031 0.66289 7.87625e-05 0.178856 0.999995 1 
0.017 0.000312714 39.7234 0 5.05597 0.778072 0.344493 0.655436 7.08369e-05 0.175385 0.999994 1 
