0.000000000000000e+00, 9.999000099990002e-05, 1.000000000000000e+04, 7.493176866448019e+01, -4.899448430180499e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.547999404104363e-01, 7.452000595889693e-01, 0.000000000000000e+00, 5.945286804780609e-13, 2.484000198623952e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 0.000000000000000e+00
1.000000000000000e-07, 9.999075024302001e-05, 9.999925061263917e+03, 7.493127872304039e+01, -4.899380366056387e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.548013631898240e-01, 7.451986368095811e-01, 0.000000000000000e+00, 5.945453651782444e-13, 2.483995456025992e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 2.220446049250313e-16
6.000000000000000e-07, 9.999449646934872e-05, 9.999550383355645e+03, 7.492882911793366e+01, -4.899040066808313e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.548084770256434e-01, 7.451915229737620e-01, 0.000000000000000e+00, 5.946287939712542e-13, 2.483971743239927e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 0.000000000000000e+00
3.100000000000000e-06, 1.000132278692111e-04, 9.997677388032274e+03, 7.491658364415468e+01, -4.897339104725937e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.548440446768043e-01, 7.451559553226004e-01, 0.000000000000000e+00, 5.950460702581171e-13, 2.483853184402718e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 1.110223024625157e-16
1.560000000000000e-05, 1.001068915739915e-04, 9.988322256209254e+03, 7.485542000020044e+01, -4.888847629024349e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.550218447417573e-01, 7.449781552576455e-01, 0.000000000000000e+00, 5.971357621791690e-13, 2.483260517519514e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 0.000000000000000e+00
7.810000000000000e-05, 1.005753777346125e-04, 9.941791392130714e+03, 7.455118633479714e+01, -4.846721229596740e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.559098912361944e-01, 7.440901087631980e-01, 0.000000000000000e+00, 6.076672895768396e-13, 2.480300362537916e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 0.000000000000000e+00
3.906000000000000e-04, 1.029219994556862e-04, 9.715095735494891e+03, 7.306858911076510e+01, -4.644074967149474e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.603263950268489e-01, 7.396736049724886e-01, 0.000000000000000e+00, 6.624401061119351e-13, 2.465578683235004e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, 0.000000000000000e+00
1.953100000000000e-03, 1.147598810102558e-04, 8.712846609083119e+03, 6.650515000537405e+01, -3.799677098514509e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.818299983708896e-01, 7.181700016284188e-01, 0.000000000000000e+00, 9.941713781921465e-13, 2.393900005417396e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -1.512123759539463e-13
4.318372724097953e-03, 1.330120074529488e-04, 7.517118244728668e+03, 5.865109009440351e+01, -2.902216961803719e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.126402126374908e-01, 6.873597873653926e-01, 0.000000000000000e+00, 1.717201073388844e-12, 2.291199291190262e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -2.300382107023324e-12
7.154068689897625e-03, 1.554216926144633e-04, 6.433108284231500e+03, 5.149939015618914e+01, -2.191987591428502e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.470340233745070e-01, 6.529659766336874e-01, 0.000000000000000e+00, 3.040960143842765e-12, 2.176553255390761e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -5.617506459998367e-12
1.044442155023300e-02, 1.821452595181247e-04, 5.489123666383386e+03, 4.523568110853898e+01, -1.653585750112415e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.838024313688648e-01, 6.161975686444980e-01, 0.000000000000000e+00, 5.413337569691221e-12, 2.053991895388961e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -9.388045896230324e-12
1.424740911449083e-02, 2.139970647972795e-04, 4.671961290134073e+03, 3.977378647021749e+01, -1.247720533892374e+03, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.225578458337381e-01, 5.774421541835727e-01, 0.000000000000000e+00, 9.665256621518974e-12, 1.924807180463333e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -1.348787748156610e-11
1.864216726430517e-02, 2.520936459132275e-04, 3.965779870144793e+03, 3.501004003958683e+01, -9.419789733408542e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.629570989591751e-01, 5.370429010592878e-01, 0.000000000000000e+00, 1.731132124880609e-11, 1.790143003293805e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -1.788702519434082e-11
2.372250254476912e-02, 2.978547361172062e-04, 3.356341276609746e+03, 3.085121202998767e+01, -7.116634488719739e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.045902923176283e-01, 4.954097076963691e-01, 0.000000000000000e+00, 3.112118972306820e-11, 1.651365691935511e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -2.255928777117333e-11
2.959790892113209e-02, 3.530794364457655e-04, 2.831223847603213e+03, 2.721602298889971e+01, -5.381370965695996e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.469732798798801e-01, 4.530267201188689e-01, 0.000000000000000e+00, 5.619363875536718e-11, 1.510089066417991e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -2.747135852132487e-11
3.639604204727082e-02, 4.200582898090646e-04, 2.379621985711899e+03, 2.403393713720921e+01, -4.073561466882745e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.895606112374058e-01, 4.104393887257657e-01, 0.000000000000000e+00, 1.019907792486553e-10, 1.368131294643494e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -3.258104896985969e-11
4.426581863552025e-02, 5.017237281105460e-04, 1.992128775802423e+03, 2.124384338420105e+01, -3.087423458921778e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.317671489672780e-01, 3.682328509221689e-01, 0.000000000000000e+00, 1.862321818309267e-10, 1.227442834452016e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -3.783950930369429e-11
5.338109683351619e-02, 6.018507333580945e-04, 1.660541549381167e+03, 1.879288326695377e+01, -2.343307019392381e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.729956170403016e-01, 3.270043827036466e-01, 0.000000000000000e+00, 3.424383437551627e-10, 1.090014605493609e-01, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -4.319322677304172e-11
6.394501248222752e-02, 7.253249762074845e-04, 1.377692355568275e+03, 1.663543244838170e+01, -1.781266416747886e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.126676403254468e-01, 2.873323591369975e-01, 0.000000000000000e+00, 6.347295341950047e-10, 9.577745240162922e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -4.858691227127565e-11
7.619508928366611e-02, 8.785022397666772e-04, 1.137301025010012e+03, 1.473221217460476e+01, -1.356210942400884e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.502552776021458e-01, 2.497447213185396e-01, 0.000000000000000e+00, 1.187248004255956e-09, 8.324823924327991e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -5.396660895939931e-11
9.040924924281339e-02, 1.069691437063957e-03, 9.338490278138127e+02, 1.304951008125281e+01, -1.034246358923515e+02, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 7.853096396109968e-01, 2.146903582641020e-01, 0.000000000000000e+00, 2.243469946385039e-09, 7.156345050274554e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -5.928435520274888e-11
1.069128832152718e-01, 1.309805455070358e-03, 7.624721600287455e+02, 1.155848875990443e+01, -7.899131502979228e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.174834277503815e-01, 1.825165680911290e-01, 0.000000000000000e+00, 4.287489916686310e-09, 6.083885173503816e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -6.450018297243787e-11
1.260871389394567e-01, 1.613239796146176e-03, 6.188706493534764e+02, 1.023456670863451e+01, -6.041010578789242e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.465449302366049e-01, 1.534550616069132e-01, 0.000000000000000e+00, 8.295652731961851e-09, 5.115167889953284e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -6.958544851443094e-11
1.483786017171018e-01, 1.999060629776711e-03, 4.992349529097058e+02, 9.056857508010532e+00, -4.624736025111397e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.723822608906797e-01, 1.276177229920792e-01, 0.000000000000000e+00, 1.626628937803070e-08, 4.253922472472997e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -7.452416461717348e-11
1.743105279806563e-01, 2.492612554446098e-03, 4.001854943987544e+02, 8.007657853279895e+00, -3.542778766452718e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.949980042841494e-01, 1.050019635232973e-01, 0.000000000000000e+00, 3.235118334936033e-08, 3.500062215103026e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -7.931499901303596e-11
2.043105279806563e-01, 3.123598465273769e-03, 3.191435815510156e+02, 7.077010438020713e+00, -2.718580055835136e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.143932028286837e-01, 8.560673229567715e-02, 0.000000000000000e+00, 6.504326914463794e-08, 2.853551238383983e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.381495497644664e-11
2.343105279806563e-01, 3.818956894925208e-03, 2.608516070000272e+02, 6.350291572333234e+00, -2.159725712750798e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.288717891819169e-01, 7.112809023813156e-02, 0.000000000000000e+00, 1.207518553340695e-07, 2.370924265677947e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.595191225424514e-11
2.643105279806564e-01, 4.578687858792575e-03, 2.174031824924850e+02, 5.765241503248948e+00, -1.761670796669373e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.399652879398808e-01, 6.003450164416480e-02, 0.000000000000000e+00, 2.105904624443723e-07, 2.001128995410036e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.725398181752553e-11
2.943105279806564e-01, 5.402791381406211e-03, 1.840895082570679e+02, 5.283008681572031e+00, -1.467163416186661e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.486521930016111e-01, 5.134745798184134e-02, 0.000000000000000e+00, 3.491928801338255e-07, 1.711547013138230e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.816614105455756e-11
3.243105279806564e-01, 6.291267500265151e-03, 1.579504817523423e+02, 4.877991245419684e+00, -1.242583895512238e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.555813775139358e-01, 4.441806728931704e-02, 0.000000000000000e+00, 5.553744572922975e-07, 1.480546705268397e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.885492341903500e-11
3.543105279806564e-01, 7.244116270752323e-03, 1.370430631735494e+02, 4.532575511891498e+00, -1.067067563705915e+01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.611968827221118e-01, 3.880226460725981e-02, 0.000000000000000e+00, 8.528494238168569e-07, 1.293323535068372e-02, 3.338809434381239e-01, -3.338809434381239e-01, -1.000000000000000e+00, -8.939760043347178e-11
